Event	ID	Name			Wwise Object Path	Notes
	95111320	Play_Wolf_FS			\Default Work Unit\ALL\Play_Wolf_FS	
	399082132	Play_Wolf_Idle_Loop			\Default Work Unit\ALL\Play_Wolf_Idle_Loop	
	451295089	Stop_All_MUS			\Default Work Unit\ALL\Stop_All_MUS	
	550102826	Play_Sheep_Jump			\Default Work Unit\ALL\Play_Sheep_Jump	
	890527358	Stop_MainMenu			\Default Work Unit\ALL\Stop_MainMenu	
	971107033	Stop_All_SFX			\Default Work Unit\ALL\Stop_All_SFX	
	1047153021	Play_UI_Menu_Decline			\Default Work Unit\ALL\Play_UI_Menu_Decline	
	1187732365	Play_Sheep_Land			\Default Work Unit\ALL\Play_Sheep_Land	
	1339559671	Play_UI_Hover			\Default Work Unit\ALL\Play_UI_Hover	
	2842361443	Play_Sheep_FS			\Default Work Unit\ALL\Play_Sheep_FS	
	3233440943	Play_Item_Pop			\Default Work Unit\ALL\Play_Item_Pop	
	3251744751	Play_Wolf_Bite			\Default Work Unit\ALL\Play_Wolf_Bite	
	3468176687	Play_CreditsTheme			\Default Work Unit\ALL\Play_CreditsTheme	
	3738780720	Play_MainMenu			\Default Work Unit\ALL\Play_MainMenu	
	4044401305	Play_UI_Menu_Accept			\Default Work Unit\ALL\Play_UI_Menu_Accept	
	4141037488	Play_Game_Music			\Default Work Unit\ALL\Play_Game_Music	
	4152779689	Play_Sheep_Hurt			\Default Work Unit\ALL\Play_Sheep_Hurt	

Switch Group	ID	Name			Wwise Object Path	Notes
	1365710999	HP_State			\Default Work Unit\HP_State	

Switch	ID	Name	Switch Group			Notes
	678209053	Two	HP_State			
	912956111	Three	HP_State			
	1064933119	One	HP_State			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	777613886	Sheep_FS_5	.cache\53\{53F1AE5A-1982-8050-9689-B40AB11464E0}.wem		\Containers\Default Work Unit\SFX\Sheep_FS\Sheep_FS_5		10802
	813238144	Wolf_FS_4	.cache\9E\{9ED3022C-6E3B-D19D-AC2F-742E3ACCB8FD}.wem		\Containers\Default Work Unit\SFX\Wolf_FS\Wolf_FS_4		27340
	826402646	Wolf_FS_3	.cache\EB\{EBA117B5-4AE5-E360-272D-F590F65A3545}.wem		\Containers\Default Work Unit\SFX\Wolf_FS\Wolf_FS_3		26972
	839461202	Sheep_FS_3	.cache\C2\{C2D1AF51-7675-989D-7B1C-D5C15F584342}.wem		\Containers\Default Work Unit\SFX\Sheep_FS\Sheep_FS_3		9332
	912262206	Sheep_Hurt_3	.cache\EC\{EC1AAE74-3E29-E978-4C01-5F2474053ACF}.wem		\Containers\Default Work Unit\SFX\Sheep_Hurt\Sheep_Hurt_3		74380
	963262258	Sheep_Jump_4	.cache\B2\{B2C8FF2F-6008-EC65-559D-46F3A5B3BF83}.wem		\Containers\Default Work Unit\SFX\Sheep_Jump\Sheep_Jump_4		62252
	1017327096	Wolf_Bite_3	.cache\65\{65E475F2-D98B-615A-62FD-F1DF11D544BF}.wem		\Containers\Default Work Unit\SFX\Wolf_Bite\Wolf_Bite_3		62252
	1046705426	Sheep_FS_1	.cache\4D\{4D0E3636-70F5-4FD1-DB63-D0663C4D892A}.wem		\Containers\Default Work Unit\SFX\Sheep_FS\Sheep_FS_1		12640
	1052781757	Sheep_Jump_1	.cache\4F\{4F83B02D-F245-EB3D-9E59-EC371A5FF26B}.wem		\Containers\Default Work Unit\SFX\Sheep_Jump\Sheep_Jump_1		64088

